Zip Code,Median income (dollars)
ZCTA5 04294,49023
ZCTA5 04330,44609
ZCTA5 04342,59625
ZCTA5 04344,62891
ZCTA5 04345,59461
ZCTA5 04346,45625
ZCTA5 04347,56989
ZCTA5 04348,61654
ZCTA5 04349,48409
ZCTA5 04350,76500
ZCTA5 04351,73438
ZCTA5 04352,59844
ZCTA5 04353,60362
ZCTA5 04354,73281
ZCTA5 04355,86156
ZCTA5 04357,51208
ZCTA5 04358,72810
ZCTA5 04359,103750
ZCTA5 04360,60625
ZCTA5 04363,55417
ZCTA5 04364,70954
ZCTA5 04401,54550
ZCTA5 04406,47031
ZCTA5 04408,60469
ZCTA5 04410,62212
ZCTA5 04411,66875
ZCTA5 04412,48450
ZCTA5 04413,51563
ZCTA5 04414,42303
ZCTA5 04415,37422
ZCTA5 04416,49011
ZCTA5 04417,31724
ZCTA5 04418,40938
ZCTA5 04419,81496
ZCTA5 04421,65147
ZCTA5 04422,56667
ZCTA5 04424,40137
ZCTA5 04426,37172
ZCTA5 04427,47171
ZCTA5 04428,57941
ZCTA5 04429,68491
ZCTA5 04430,44167
ZCTA5 04434,59458
ZCTA5 04435,54038
ZCTA5 04438,62647
ZCTA5 04441,50329
ZCTA5 04442,43500
ZCTA5 04443,38241
ZCTA5 04444,85823
ZCTA5 04448,47933
ZCTA5 04449,45833
ZCTA5 04450,57083
ZCTA5 04451,29464
ZCTA5 04453,33482
ZCTA5 04454,18750
ZCTA5 04455,40000
ZCTA5 04456,66597
ZCTA5 04457,40667
ZCTA5 04459,43438
ZCTA5 04460,33558
ZCTA5 04461,53428
ZCTA5 04462,42883
ZCTA5 04463,44922
ZCTA5 04464,45000
ZCTA5 04468,42112
ZCTA5 04471,25521
ZCTA5 04472,65288
ZCTA5 04473,46563
ZCTA5 04474,73401
ZCTA5 04475,47639
ZCTA5 04476,46944
ZCTA5 04478,32813
ZCTA5 04479,43816
ZCTA5 04481,58047
ZCTA5 04485,51250
ZCTA5 04487,37989
ZCTA5 04488,53250
ZCTA5 04490,66875
ZCTA5 04491,52857
ZCTA5 04492,56250
ZCTA5 04493,53083
ZCTA5 04495,37625
ZCTA5 04496,75000
ZCTA5 04497,23500
ZCTA5 04530,59079
ZCTA5 04535,71979
ZCTA5 04537,68938
ZCTA5 04538,53836
ZCTA5 04539,68667
ZCTA5 04541,55625
ZCTA5 04543,48241
ZCTA5 04547,72083
ZCTA5 04548,69412
ZCTA5 04551,57159
ZCTA5 04553,82667
ZCTA5 04554,71369
ZCTA5 04555,73849
ZCTA5 04556,69063
ZCTA5 04558,64306
ZCTA5 04562,81885
ZCTA5 04563,57784
ZCTA5 04564,60313
ZCTA5 04568,47348
ZCTA5 04571,46468
ZCTA5 04572,42644
ZCTA5 04573,77583
ZCTA5 04574,49889
ZCTA5 04575,145833
ZCTA5 04576,53906
ZCTA5 04578,61406
ZCTA5 04579,63597
ZCTA5 04605,61797
ZCTA5 04606,37250
ZCTA5 04607,62014
ZCTA5 04609,68274
ZCTA5 04611,50804
ZCTA5 04612,77639
ZCTA5 04613,82292
ZCTA5 04614,43768
ZCTA5 04616,50625
ZCTA5 04617,60000
ZCTA5 04619,34844
ZCTA5 04622,39375
ZCTA5 04623,49485
ZCTA5 04624,49833
ZCTA5 04625,52500
ZCTA5 04626,51250
ZCTA5 04627,47197
ZCTA5 04628,48125
ZCTA5 04630,45278
ZCTA5 04631,40179
ZCTA5 04634,54076
ZCTA5 04637,49583
ZCTA5 04640,60788
ZCTA5 04642,88750
ZCTA5 04643,58984
ZCTA5 04646,61184
ZCTA5 04648,42604
ZCTA5 04649,51471
ZCTA5 04650,118583
ZCTA5 04652,40977
ZCTA5 04653,48403
ZCTA5 04654,42019
ZCTA5 04655,49130
ZCTA5 04657,50750
ZCTA5 04658,52143
ZCTA5 04660,80000
ZCTA5 04664,52045
ZCTA5 04666,49808
ZCTA5 04667,46875
ZCTA5 04668,33571
ZCTA5 04669,51094
ZCTA5 04671,59583
ZCTA5 04673,20333
ZCTA5 04674,56058
ZCTA5 04676,65160
ZCTA5 04677,68625
ZCTA5 04679,51971
ZCTA5 04680,51667
ZCTA5 04681,54800
ZCTA5 04683,128942
ZCTA5 04684,68929
ZCTA5 04685,52005
ZCTA5 04686,50625
ZCTA5 04691,46157
ZCTA5 04693,46750
ZCTA5 04694,50489
ZCTA5 04730,47063
ZCTA5 04732,38317
ZCTA5 04733,47936
ZCTA5 04734,65057
ZCTA5 04735,44167
ZCTA5 04736,45331
ZCTA5 04739,37969
ZCTA5 04740,41506
ZCTA5 04742,40730
ZCTA5 04743,49764
ZCTA5 04745,42708
ZCTA5 04746,29750
ZCTA5 04747,43125
ZCTA5 04750,37109
ZCTA5 04756,35558
ZCTA5 04757,60625
ZCTA5 04758,51302
ZCTA5 04760,43750
ZCTA5 04761,45536
ZCTA5 04762,39800
ZCTA5 04763,39267
ZCTA5 04764,36250
ZCTA5 04765,35625
ZCTA5 04766,43929
ZCTA5 04768,41875
ZCTA5 04769,43410
ZCTA5 04772,52321
ZCTA5 04773,53229
ZCTA5 04774,21538
ZCTA5 04776,39688
ZCTA5 04777,35714
ZCTA5 04779,49583
ZCTA5 04780,42083
ZCTA5 04781,43438
ZCTA5 04783,37750
ZCTA5 04785,29926
ZCTA5 04786,40365
ZCTA5 04787,35000
ZCTA5 04841,46895
ZCTA5 04843,72055
ZCTA5 04847,72013
ZCTA5 04848,61875
ZCTA5 04849,65828
ZCTA5 04851,44375
ZCTA5 04852,118750
ZCTA5 04853,74375
ZCTA5 04854,70075
ZCTA5 04855,138924
ZCTA5 04856,80192
ZCTA5 04858,70938
ZCTA5 04859,52554
ZCTA5 04860,41597
ZCTA5 04861,53020
ZCTA5 04862,54280
ZCTA5 04863,100078
ZCTA5 04864,63781
ZCTA5 04901,44095
ZCTA5 04910,51848
ZCTA5 04911,37059
ZCTA5 04912,33281
ZCTA5 04915,59178
ZCTA5 04917,76899
ZCTA5 04918,96615
ZCTA5 04920,31719
ZCTA5 04921,42563
ZCTA5 04922,43750
ZCTA5 04923,44688
ZCTA5 04924,51786
ZCTA5 04925,85625
ZCTA5 04927,61224
ZCTA5 04928,46348
ZCTA5 04929,39750
ZCTA5 04930,45429
ZCTA5 04932,54583
ZCTA5 04936,60938
ZCTA5 04937,48180
ZCTA5 04938,47530
ZCTA5 04939,39844
ZCTA5 04941,55901
ZCTA5 04942,33900
ZCTA5 04943,26944
ZCTA5 04945,49063
ZCTA5 04947,66838
ZCTA5 04949,58846
ZCTA5 04950,44466
ZCTA5 04951,59643
ZCTA5 04952,56250
ZCTA5 04953,53429
ZCTA5 04955,57375
ZCTA5 04956,51833
ZCTA5 04957,49201
ZCTA5 04958,51635
ZCTA5 04961,37100
ZCTA5 04963,68583
ZCTA5 04964,102188
ZCTA5 04965,52656
ZCTA5 04966,38750
ZCTA5 04967,49118
ZCTA5 04969,45625
ZCTA5 04970,60375
ZCTA5 04971,40000
ZCTA5 04973,70893
ZCTA5 04974,38920
ZCTA5 04976,46415
ZCTA5 04978,86304
ZCTA5 04979,50688
ZCTA5 04981,61050
ZCTA5 04982,35114
ZCTA5 04983,36383
ZCTA5 04984,45536
ZCTA5 04986,50120
ZCTA5 04987,44531
ZCTA5 04988,38359
ZCTA5 04989,66139
ZCTA5 05001,63213
ZCTA5 05031,72167
ZCTA5 05032,63205
ZCTA5 05033,68510
ZCTA5 05034,63889
ZCTA5 05035,53750
ZCTA5 05036,60048
ZCTA5 05037,93750
ZCTA5 05038,53839
ZCTA5 05039,57500
ZCTA5 05040,87500
ZCTA5 05041,74300
ZCTA5 05042,58750
ZCTA5 05043,67212
ZCTA5 05045,51590
ZCTA5 05046,60817
ZCTA5 05048,67267
ZCTA5 05050,42179
ZCTA5 05051,57604
ZCTA5 05052,64122
ZCTA5 05053,114306
ZCTA5 05055,115345
ZCTA5 05056,63750
ZCTA5 05058,67750
ZCTA5 05060,55901
ZCTA5 05061,67500
ZCTA5 05062,58750
ZCTA5 05065,60063
ZCTA5 05067,148333
ZCTA5 05068,62195
ZCTA5 05069,97625
ZCTA5 05070,98929
ZCTA5 05071,95893
ZCTA5 05072,96429
ZCTA5 05075,76438
ZCTA5 05076,47955
ZCTA5 05077,53750
ZCTA5 05079,60515
ZCTA5 05081,48403
ZCTA5 05086,65982
ZCTA5 05089,45484
ZCTA5 05091,81023
ZCTA5 05101,59560
ZCTA5 05141,50781
ZCTA5 05142,59464
ZCTA5 05143,62583
ZCTA5 05146,73750
ZCTA5 05148,70405
ZCTA5 05149,49808
ZCTA5 05150,55932
ZCTA5 05151,67500
ZCTA5 05152,94375
ZCTA5 05153,45000
ZCTA5 05154,110625
ZCTA5 05155,50446
ZCTA5 05156,48734
ZCTA5 05158,69000
ZCTA5 05161,88409
ZCTA5 05201,49035
ZCTA5 05250,63571
ZCTA5 05251,60625
ZCTA5 05252,78750
ZCTA5 05253,37292
ZCTA5 05254,101667
ZCTA5 05255,74609
ZCTA5 05257,60815
ZCTA5 05260,66667
ZCTA5 05261,62143
ZCTA5 05262,101635
ZCTA5 05301,44342
ZCTA5 05340,58750
ZCTA5 05342,38828
ZCTA5 05343,55750
ZCTA5 05345,56029
ZCTA5 05346,59307
ZCTA5 05350,58750
ZCTA5 05352,73750
ZCTA5 05353,75341
ZCTA5 05354,75179
ZCTA5 05355,60391
ZCTA5 05356,49453
ZCTA5 05358,54688
ZCTA5 05359,68438
ZCTA5 05360,64276
ZCTA5 05361,68309
ZCTA5 05362,57917
ZCTA5 05363,56225
ZCTA5 05401,52297
ZCTA5 05403,75633
ZCTA5 05404,56236
ZCTA5 05408,71467
ZCTA5 05440,59545
ZCTA5 05441,68375
ZCTA5 05442,74375
ZCTA5 05443,68155
ZCTA5 05444,67500
ZCTA5 05445,106614
ZCTA5 05446,79172
ZCTA5 05447,44750
ZCTA5 05448,61538
ZCTA5 05450,65208
ZCTA5 05452,86447
ZCTA5 05454,79518
ZCTA5 05455,95852
ZCTA5 05456,105536
ZCTA5 05457,87667
ZCTA5 05458,90250
ZCTA5 05459,59856
ZCTA5 05461,96815
ZCTA5 05462,87784
ZCTA5 05463,57917
ZCTA5 05464,76250
ZCTA5 05465,96458
ZCTA5 05468,90131
ZCTA5 05471,27123
ZCTA5 05472,78438
ZCTA5 05473,83182
ZCTA5 05474,79500
ZCTA5 05476,48415
ZCTA5 05477,99228
ZCTA5 05478,60757
ZCTA5 05482,91914
ZCTA5 05483,59400
ZCTA5 05485,63167
ZCTA5 05486,101758
ZCTA5 05487,62981
ZCTA5 05488,64949
ZCTA5 05489,97143
ZCTA5 05491,71782
ZCTA5 05492,78750
ZCTA5 05494,100083
ZCTA5 05495,86508
ZCTA5 05602,66971
ZCTA5 05640,92500
ZCTA5 05641,58483
ZCTA5 05647,60722
ZCTA5 05648,86667
ZCTA5 05649,55000
ZCTA5 05650,61406
ZCTA5 05651,66544
ZCTA5 05652,49479
ZCTA5 05653,48542
ZCTA5 05654,42417
ZCTA5 05655,70019
ZCTA5 05656,50000
ZCTA5 05658,57007
ZCTA5 05660,92958
ZCTA5 05661,55882
ZCTA5 05663,72513
ZCTA5 05667,48480
ZCTA5 05669,62083
ZCTA5 05672,70577
ZCTA5 05673,80182
ZCTA5 05674,60750
ZCTA5 05675,58993
ZCTA5 05676,74875
ZCTA5 05677,97171
ZCTA5 05678,51000
ZCTA5 05679,82348
ZCTA5 05680,66510
ZCTA5 05681,79444
ZCTA5 05682,64907
ZCTA5 05701,51591
ZCTA5 05730,65208
ZCTA5 05732,44625
ZCTA5 05733,57722
ZCTA5 05734,54712
ZCTA5 05735,46328
ZCTA5 05736,62560
ZCTA5 05737,76083
ZCTA5 05738,77813
ZCTA5 05739,52708
ZCTA5 05742,69904
ZCTA5 05743,58321
ZCTA5 05744,62240
ZCTA5 05747,48958
ZCTA5 05748,61449
ZCTA5 05751,66250
ZCTA5 05753,70215
ZCTA5 05757,58958
ZCTA5 05758,70625
ZCTA5 05759,54020
ZCTA5 05760,58472
ZCTA5 05761,47250
ZCTA5 05762,56250
ZCTA5 05763,57242
ZCTA5 05764,57875
ZCTA5 05765,66364
ZCTA5 05766,82604
ZCTA5 05767,58393
ZCTA5 05769,80833
ZCTA5 05770,64236
ZCTA5 05772,68250
ZCTA5 05773,64423
ZCTA5 05774,67083
ZCTA5 05775,29268
ZCTA5 05776,50625
ZCTA5 05777,56920
ZCTA5 05778,59861
ZCTA5 05819,44299
ZCTA5 05820,51964
ZCTA5 05821,54091
ZCTA5 05822,36058
ZCTA5 05824,50972
ZCTA5 05825,45208
ZCTA5 05826,62083
ZCTA5 05827,62045
ZCTA5 05828,60104
ZCTA5 05829,51477
ZCTA5 05830,55417
ZCTA5 05832,45417
ZCTA5 05833,77969
ZCTA5 05836,80202
ZCTA5 05837,33250
ZCTA5 05839,70417
ZCTA5 05841,49808
ZCTA5 05842,60938
ZCTA5 05843,50625
ZCTA5 05845,59375
ZCTA5 05846,39647
ZCTA5 05847,46007
ZCTA5 05851,56160
ZCTA5 05853,61250
ZCTA5 05855,55833
ZCTA5 05857,65426
ZCTA5 05858,32031
ZCTA5 05859,63594
ZCTA5 05860,46042
ZCTA5 05862,61250
ZCTA5 05866,65385
ZCTA5 05867,49000
ZCTA5 05868,98750
ZCTA5 05871,53350
ZCTA5 05872,41000
ZCTA5 05873,75833
ZCTA5 05874,52083
ZCTA5 05875,106705
ZCTA5 05902,38333
ZCTA5 05903,49000
ZCTA5 05904,29000
ZCTA5 05905,64028
ZCTA5 05906,48854
ZCTA5 05907,44688
ZCTA5 06001,122241
ZCTA5 06002,79134
ZCTA5 06010,68485
ZCTA5 06013,129783
ZCTA5 06016,102739
ZCTA5 06018,62560
ZCTA5 06019,89178
ZCTA5 06021,99375
ZCTA5 06023,73173
ZCTA5 06024,82917
ZCTA5 06026,107566
ZCTA5 06027,97763
ZCTA5 06029,89645
ZCTA5 06031,68750
ZCTA5 06032,97500
ZCTA5 06033,117511
ZCTA5 06035,98733
ZCTA5 06037,106882
ZCTA5 06039,77194
ZCTA5 06040,66734
ZCTA5 06042,80120
ZCTA5 06043,112622
ZCTA5 06051,36859
ZCTA5 06052,69709
ZCTA5 06053,53678
ZCTA5 06057,108594
ZCTA5 06058,75804
ZCTA5 06060,143672
ZCTA5 06062,70012
ZCTA5 06063,109781
ZCTA5 06065,100984
ZCTA5 06066,67492
ZCTA5 06067,85123
ZCTA5 06068,61250
ZCTA5 06069,97976
ZCTA5 06070,126868
ZCTA5 06071,106228
ZCTA5 06073,145243
ZCTA5 06074,119972
ZCTA5 06076,82601
ZCTA5 06078,109503
ZCTA5 06081,73400
ZCTA5 06082,83232
ZCTA5 06084,118367
ZCTA5 06085,98424
ZCTA5 06088,61584
ZCTA5 06089,114063
ZCTA5 06090,180278
ZCTA5 06091,63214
ZCTA5 06092,162563
ZCTA5 06093,120865
ZCTA5 06095,92001
ZCTA5 06096,72090
ZCTA5 06098,66494
ZCTA5 06103,87717
ZCTA5 06105,32915
ZCTA5 06106,37391
ZCTA5 06107,134925
ZCTA5 06108,52092
ZCTA5 06109,90881
ZCTA5 06110,70326
ZCTA5 06111,82721
ZCTA5 06112,36448
ZCTA5 06114,43071
ZCTA5 06117,142036
ZCTA5 06118,69301
ZCTA5 06119,93722
ZCTA5 06120,23388
ZCTA5 06226,35738
ZCTA5 06231,137885
ZCTA5 06232,99449
ZCTA5 06234,76526
ZCTA5 06235,85536
ZCTA5 06237,104524
ZCTA5 06238,93862
ZCTA5 06239,61047
ZCTA5 06241,70718
ZCTA5 06242,84271
ZCTA5 06247,77250
ZCTA5 06248,116424
ZCTA5 06249,97422
ZCTA5 06250,74115
ZCTA5 06254,91875
ZCTA5 06255,69985
ZCTA5 06256,55379
ZCTA5 06259,93022
ZCTA5 06260,64496
ZCTA5 06262,48611
ZCTA5 06264,77813
ZCTA5 06266,54241
ZCTA5 06268,35732
ZCTA5 06277,87696
ZCTA5 06278,85817
ZCTA5 06279,73264
ZCTA5 06280,63403
ZCTA5 06281,95926
ZCTA5 06282,75625
ZCTA5 06320,47482
ZCTA5 06330,76131
ZCTA5 06331,86178
ZCTA5 06333,123000
ZCTA5 06334,89722
ZCTA5 06335,96862
ZCTA5 06336,203646
ZCTA5 06339,91941
ZCTA5 06340,65169
ZCTA5 06351,66723
ZCTA5 06354,65247
ZCTA5 06355,107481
ZCTA5 06357,82940
ZCTA5 06359,61682
ZCTA5 06360,58409
ZCTA5 06365,87885
ZCTA5 06370,90816
ZCTA5 06371,106052
ZCTA5 06374,66999
ZCTA5 06375,92232
ZCTA5 06377,86250
ZCTA5 06378,101332
ZCTA5 06379,77609
ZCTA5 06380,43197
ZCTA5 06382,78984
ZCTA5 06384,78500
ZCTA5 06385,90342
ZCTA5 06387,92153
ZCTA5 06390,46250
ZCTA5 06401,53805
ZCTA5 06403,83841
ZCTA5 06405,80151
ZCTA5 06409,68480
ZCTA5 06410,122416
ZCTA5 06412,87717
ZCTA5 06413,90427
ZCTA5 06414,201607
ZCTA5 06415,107664
ZCTA5 06416,89562
ZCTA5 06417,80495
ZCTA5 06418,58365
ZCTA5 06419,104462
ZCTA5 06420,104750
ZCTA5 06422,130635
ZCTA5 06423,96463
ZCTA5 06424,95553
ZCTA5 06426,118558
ZCTA5 06437,108243
ZCTA5 06438,136023
ZCTA5 06441,106120
ZCTA5 06442,105917
ZCTA5 06443,119777
ZCTA5 06444,95893
ZCTA5 06447,113547
ZCTA5 06450,58464
ZCTA5 06451,58357
ZCTA5 06455,91384
ZCTA5 06456,96000
ZCTA5 06457,62022
ZCTA5 06460,90653
ZCTA5 06461,110779
ZCTA5 06467,114198
ZCTA5 06468,121847
ZCTA5 06469,92768
ZCTA5 06470,126821
ZCTA5 06471,100304
ZCTA5 06472,95455
ZCTA5 06473,105576
ZCTA5 06475,86802
ZCTA5 06477,129489
ZCTA5 06478,106089
ZCTA5 06479,94092
ZCTA5 06480,97754
ZCTA5 06481,73568
ZCTA5 06482,119967
ZCTA5 06483,80396
ZCTA5 06484,98873
ZCTA5 06488,102128
ZCTA5 06489,104923
ZCTA5 06492,83054
ZCTA5 06498,73631
ZCTA5 06510,73438
ZCTA5 06511,46842
ZCTA5 06512,64017
ZCTA5 06513,42149
ZCTA5 06514,73962
ZCTA5 06515,55373
ZCTA5 06516,64255
ZCTA5 06517,85343
ZCTA5 06518,82321
ZCTA5 06519,34886
ZCTA5 06524,151034
ZCTA5 06525,169155
ZCTA5 06604,31787
ZCTA5 06605,46764
ZCTA5 06606,58541
ZCTA5 06607,44236
ZCTA5 06608,37541
ZCTA5 06610,47083
ZCTA5 06611,129583
ZCTA5 06612,168654
ZCTA5 06614,90623
ZCTA5 06615,69355
ZCTA5 06702,11663
ZCTA5 06704,42218
ZCTA5 06705,48417
ZCTA5 06706,48174
ZCTA5 06708,56658
ZCTA5 06710,42514
ZCTA5 06712,107188
ZCTA5 06716,96014
ZCTA5 06750,83167
ZCTA5 06751,92237
ZCTA5 06752,130270
ZCTA5 06754,98750
ZCTA5 06755,108516
ZCTA5 06756,118452
ZCTA5 06757,78697
ZCTA5 06758,141136
ZCTA5 06759,95147
ZCTA5 06762,120697
ZCTA5 06763,80469
ZCTA5 06770,77605
ZCTA5 06776,92418
ZCTA5 06777,114167
ZCTA5 06778,74375
ZCTA5 06779,67284
ZCTA5 06782,98417
ZCTA5 06783,107500
ZCTA5 06784,117474
ZCTA5 06785,68125
ZCTA5 06786,76250
ZCTA5 06787,70674
ZCTA5 06790,60841
ZCTA5 06791,110652
ZCTA5 06793,126125
ZCTA5 06794,58553
ZCTA5 06795,72917
ZCTA5 06796,92212
ZCTA5 06798,100850
ZCTA5 06801,94647
ZCTA5 06804,114833
ZCTA5 06807,137132
ZCTA5 06810,63814
ZCTA5 06811,94030
ZCTA5 06812,114583
ZCTA5 06820,243750
ZCTA5 06824,148231
ZCTA5 06825,114464
ZCTA5 06830,128377
ZCTA5 06831,205360
ZCTA5 06840,200203
ZCTA5 06850,101305
ZCTA5 06851,93516
ZCTA5 06853,220988
ZCTA5 06854,74597
ZCTA5 06855,73542
ZCTA5 06870,217778
ZCTA5 06877,152760
ZCTA5 06878,"250,000+"
ZCTA5 06880,217546
ZCTA5 06883,207863
ZCTA5 06890,192443
ZCTA5 06896,135829
ZCTA5 06897,204473
ZCTA5 06901,68306
ZCTA5 06902,83227
ZCTA5 06903,196964
ZCTA5 06905,122238
ZCTA5 06906,94271
ZCTA5 06907,81275
ZCTA5 07001,72203
ZCTA5 07002,69511
ZCTA5 07003,82114
ZCTA5 07004,95969
ZCTA5 07005,104531
ZCTA5 07006,130723
ZCTA5 07008,76276
ZCTA5 07009,146432
ZCTA5 07010,83989
ZCTA5 07011,62353
ZCTA5 07012,89153
ZCTA5 07013,99886
ZCTA5 07014,98526
ZCTA5 07016,132539
ZCTA5 07017,53367
ZCTA5 07018,49464
ZCTA5 07020,130267
ZCTA5 07021,215521
ZCTA5 07022,58072
ZCTA5 07023,171023
ZCTA5 07024,88457
ZCTA5 07026,64236
ZCTA5 07027,90732
ZCTA5 07028,210068
ZCTA5 07029,66521
ZCTA5 07030,153438
ZCTA5 07031,87589
ZCTA5 07032,73514
ZCTA5 07033,95590
ZCTA5 07034,80370
ZCTA5 07035,100248
ZCTA5 07036,73885
ZCTA5 07039,168120
ZCTA5 07040,149182
ZCTA5 07041,160469
ZCTA5 07042,114074
ZCTA5 07043,211094
ZCTA5 07044,133496
ZCTA5 07045,155565
ZCTA5 07046,225069
ZCTA5 07047,66669
ZCTA5 07050,43568
ZCTA5 07052,103956
ZCTA5 07054,98178
ZCTA5 07055,44832
ZCTA5 07057,72389
ZCTA5 07058,153500
ZCTA5 07059,160921
ZCTA5 07060,61953
ZCTA5 07062,80521
ZCTA5 07063,65320
ZCTA5 07064,106544
ZCTA5 07065,77393
ZCTA5 07066,106764
ZCTA5 07067,108125
ZCTA5 07068,142776
ZCTA5 07069,138808
ZCTA5 07070,106817
ZCTA5 07071,90181
ZCTA5 07072,103720
ZCTA5 07073,76777
ZCTA5 07074,72000
ZCTA5 07075,119840
ZCTA5 07076,139349
ZCTA5 07077,95505
ZCTA5 07078,"250,000+"
ZCTA5 07079,150469
ZCTA5 07080,108244
ZCTA5 07081,123212
ZCTA5 07082,91063
ZCTA5 07083,97246
ZCTA5 07086,100328
ZCTA5 07087,49439
ZCTA5 07088,67604
ZCTA5 07090,158491
ZCTA5 07092,124000
ZCTA5 07093,64130
ZCTA5 07094,125142
ZCTA5 07095,94004
ZCTA5 07102,28990
ZCTA5 07103,34117
ZCTA5 07104,40957
ZCTA5 07105,45222
ZCTA5 07106,40989
ZCTA5 07107,37418
ZCTA5 07108,26758
ZCTA5 07109,73384
ZCTA5 07110,97955
ZCTA5 07111,44898
ZCTA5 07112,36289
ZCTA5 07114,24004
ZCTA5 07201,49203
ZCTA5 07202,52825
ZCTA5 07203,65307
ZCTA5 07204,80842
ZCTA5 07205,78779
ZCTA5 07206,46275
ZCTA5 07208,50861
ZCTA5 07302,144172
ZCTA5 07304,52903
ZCTA5 07305,61704
ZCTA5 07306,62734
ZCTA5 07307,66795
ZCTA5 07310,149927
ZCTA5 07311,210625
ZCTA5 07401,157958
ZCTA5 07403,97674
ZCTA5 07405,117077
ZCTA5 07407,75779
ZCTA5 07410,129965
ZCTA5 07416,78072
ZCTA5 07417,178794
ZCTA5 07418,170859
ZCTA5 07419,83665
ZCTA5 07420,84636
ZCTA5 07421,110560
ZCTA5 07422,96813
ZCTA5 07423,230682
ZCTA5 07424,90903
ZCTA5 07430,101405
ZCTA5 07432,121607
ZCTA5 07435,121721
ZCTA5 07436,140074
ZCTA5 07438,121161
ZCTA5 07439,89536
ZCTA5 07440,148185
ZCTA5 07442,98348
ZCTA5 07444,95500
ZCTA5 07446,155846
ZCTA5 07450,179958
ZCTA5 07452,178607
ZCTA5 07456,123206
ZCTA5 07457,112688
ZCTA5 07458,197898
ZCTA5 07460,107115
ZCTA5 07461,89356
ZCTA5 07462,81741
ZCTA5 07463,127574
ZCTA5 07465,96757
ZCTA5 07470,127680
ZCTA5 07480,95714
ZCTA5 07481,162095
ZCTA5 07501,35396
ZCTA5 07502,50871
ZCTA5 07503,52286
ZCTA5 07504,60636
ZCTA5 07505,16821
ZCTA5 07506,103586
ZCTA5 07508,80364
ZCTA5 07512,96750
ZCTA5 07513,53043
ZCTA5 07514,48921
ZCTA5 07522,39974
ZCTA5 07524,42601
ZCTA5 07601,71079
ZCTA5 07603,99107
ZCTA5 07604,95784
ZCTA5 07605,96468
ZCTA5 07606,85703
ZCTA5 07607,98511
ZCTA5 07620,161346
ZCTA5 07621,102724
ZCTA5 07624,143947
ZCTA5 07626,141706
ZCTA5 07627,153558
ZCTA5 07628,107172
ZCTA5 07630,129289
ZCTA5 07631,86485
ZCTA5 07632,158042
ZCTA5 07640,135750
ZCTA5 07641,181500
ZCTA5 07642,155742
ZCTA5 07643,69224
ZCTA5 07644,64249
ZCTA5 07645,156042
ZCTA5 07646,94821
ZCTA5 07647,105326
ZCTA5 07648,131563
ZCTA5 07649,144474
ZCTA5 07650,79063
ZCTA5 07652,130273
ZCTA5 07656,143147
ZCTA5 07657,79696
ZCTA5 07660,81908
ZCTA5 07661,128231
ZCTA5 07662,87171
ZCTA5 07663,107511
ZCTA5 07666,113934
ZCTA5 07670,180601
ZCTA5 07675,146866
ZCTA5 07676,141000
ZCTA5 07677,197632
ZCTA5 07701,95419
ZCTA5 07702,142870
ZCTA5 07704,184201
ZCTA5 07711,105455
ZCTA5 07712,75025
ZCTA5 07716,102446
ZCTA5 07717,89615
ZCTA5 07718,138750
ZCTA5 07719,95709
ZCTA5 07720,78452
ZCTA5 07721,103438
ZCTA5 07722,175114
ZCTA5 07723,66500
ZCTA5 07724,86953
ZCTA5 07726,127460
ZCTA5 07727,87253
ZCTA5 07728,93395
ZCTA5 07730,104186
ZCTA5 07731,115403
ZCTA5 07732,76316
ZCTA5 07733,141115
ZCTA5 07734,76747
ZCTA5 07735,83466
ZCTA5 07737,114597
ZCTA5 07738,156164
ZCTA5 07739,202875
ZCTA5 07740,62224
ZCTA5 07746,166725
ZCTA5 07747,109489
ZCTA5 07748,123130
ZCTA5 07750,111415
ZCTA5 07751,149223
ZCTA5 07753,80078
ZCTA5 07755,101354
ZCTA5 07756,64290
ZCTA5 07757,105038
ZCTA5 07758,83250
ZCTA5 07760,177255
ZCTA5 07762,84800
ZCTA5 07764,102037
ZCTA5 07801,70287
ZCTA5 07803,95516
ZCTA5 07821,113352
ZCTA5 07822,84677
ZCTA5 07823,66543
ZCTA5 07825,102823
ZCTA5 07826,93462
ZCTA5 07827,79828
ZCTA5 07828,79943
ZCTA5 07830,134750
ZCTA5 07832,96932
ZCTA5 07833,51445
ZCTA5 07834,143481
ZCTA5 07836,122861
ZCTA5 07838,98646
ZCTA5 07840,93527
ZCTA5 07843,94836
ZCTA5 07846,86875
ZCTA5 07847,68580
ZCTA5 07848,89934
ZCTA5 07849,101538
ZCTA5 07850,89395
ZCTA5 07851,89015
ZCTA5 07852,92750
ZCTA5 07853,166276
ZCTA5 07856,96444
ZCTA5 07857,71250
ZCTA5 07860,92085
ZCTA5 07863,83879
ZCTA5 07865,133490
ZCTA5 07866,115263
ZCTA5 07869,145532
ZCTA5 07871,137658
ZCTA5 07874,100546
ZCTA5 07876,140994
ZCTA5 07878,95147
ZCTA5 07880,123462
ZCTA5 07882,81566
ZCTA5 07885,82301
ZCTA5 07901,142909
ZCTA5 07920,151954
ZCTA5 07921,114924
ZCTA5 07922,178563
ZCTA5 07924,161989
ZCTA5 07927,129000
ZCTA5 07928,201123
ZCTA5 07930,164186
ZCTA5 07931,137472
ZCTA5 07932,120550
ZCTA5 07933,150404
ZCTA5 07934,157750
