Zip Code,Median income (dollars)
ZCTA5 50540,81429
ZCTA5 50541,51667
ZCTA5 50542,53906
ZCTA5 50543,56477
ZCTA5 50544,49485
ZCTA5 50546,55000
ZCTA5 50548,57429
ZCTA5 50551,51875
ZCTA5 50554,52273
ZCTA5 50557,61250
ZCTA5 50558,75893
ZCTA5 50559,43750
ZCTA5 50560,61750
ZCTA5 50561,59545
ZCTA5 50562,59000
ZCTA5 50563,60682
ZCTA5 50565,55625
ZCTA5 50566,70536
ZCTA5 50567,47917
ZCTA5 50568,60139
ZCTA5 50569,58906
ZCTA5 50570,58125
ZCTA5 50571,77538
ZCTA5 50573,34167
ZCTA5 50574,48750
ZCTA5 50575,56500
ZCTA5 50576,50938
ZCTA5 50577,42063
ZCTA5 50578,56923
ZCTA5 50579,43534
ZCTA5 50581,48661
ZCTA5 50582,52292
ZCTA5 50583,53421
ZCTA5 50585,61587
ZCTA5 50586,45208
ZCTA5 50588,49990
ZCTA5 50590,54583
ZCTA5 50591,59750
ZCTA5 50593,24583
ZCTA5 50594,56083
ZCTA5 50595,56764
ZCTA5 50597,59706
ZCTA5 50598,67371
ZCTA5 50599,64833
ZCTA5 50601,52361
ZCTA5 50602,56771
ZCTA5 50603,53281
ZCTA5 50604,52302
ZCTA5 50605,63333
ZCTA5 50606,40625
ZCTA5 50607,75278
ZCTA5 50609,86875
ZCTA5 50611,62386
ZCTA5 50612,68565
ZCTA5 50613,66839
ZCTA5 50616,45496
ZCTA5 50619,60438
ZCTA5 50620,41429
ZCTA5 50621,62647
ZCTA5 50622,91667
ZCTA5 50624,86042
ZCTA5 50625,56771
ZCTA5 50626,70875
ZCTA5 50627,54474
ZCTA5 50628,56058
ZCTA5 50629,83125
ZCTA5 50630,57386
ZCTA5 50632,59321
ZCTA5 50633,59173
ZCTA5 50634,65500
ZCTA5 50635,57472
ZCTA5 50636,46366
ZCTA5 50638,72995
ZCTA5 50641,52389
ZCTA5 50642,81094
ZCTA5 50643,99432
ZCTA5 50644,65060
ZCTA5 50645,50563
ZCTA5 50647,84083
ZCTA5 50648,82283
ZCTA5 50650,49648
ZCTA5 50651,65825
ZCTA5 50652,42083
ZCTA5 50653,67250
ZCTA5 50654,58750
ZCTA5 50655,56500
ZCTA5 50658,53935
ZCTA5 50659,65589
ZCTA5 50660,58214
ZCTA5 50662,39529
ZCTA5 50665,61884
ZCTA5 50666,66194
ZCTA5 50667,64375
ZCTA5 50668,64643
ZCTA5 50669,69779
ZCTA5 50670,64375
ZCTA5 50671,46602
ZCTA5 50672,54554
ZCTA5 50673,63750
ZCTA5 50674,64412
ZCTA5 50675,64028
ZCTA5 50676,71563
ZCTA5 50677,70554
ZCTA5 50680,54167
ZCTA5 50681,61042
ZCTA5 50682,72763
ZCTA5 50701,53348
ZCTA5 50702,52655
ZCTA5 50703,33701
ZCTA5 50707,53819
ZCTA5 50801,48167
ZCTA5 50830,66667
ZCTA5 50833,62500
ZCTA5 50835,52386
ZCTA5 50836,48571
ZCTA5 50837,56705
ZCTA5 50839,50000
ZCTA5 50840,65592
ZCTA5 50841,51346
ZCTA5 50842,42083
ZCTA5 50843,41875
ZCTA5 50845,56500
ZCTA5 50846,57000
ZCTA5 50847,37188
ZCTA5 50848,38158
ZCTA5 50849,51181
ZCTA5 50851,53625
ZCTA5 50853,60875
ZCTA5 50854,49250
ZCTA5 50857,61818
ZCTA5 50858,52500
ZCTA5 50859,56750
ZCTA5 50860,42917
ZCTA5 50861,76250
ZCTA5 50862,57813
ZCTA5 50863,56667
ZCTA5 50864,52750
ZCTA5 51001,57500
ZCTA5 51002,59615
ZCTA5 51003,86875
ZCTA5 51004,53859
ZCTA5 51005,61932
ZCTA5 51006,69167
ZCTA5 51007,87917
ZCTA5 51008,64792
ZCTA5 51009,40417
ZCTA5 51010,63846
ZCTA5 51011,54167
ZCTA5 51012,52898
ZCTA5 51014,66250
ZCTA5 51016,48625
ZCTA5 51018,65208
ZCTA5 51019,64950
ZCTA5 51020,47614
ZCTA5 51022,78422
ZCTA5 51023,56810
ZCTA5 51024,92613
ZCTA5 51025,57669
ZCTA5 51026,65208
ZCTA5 51027,70611
ZCTA5 51028,62467
ZCTA5 51029,65724
ZCTA5 51030,92000
ZCTA5 51031,69342
ZCTA5 51033,39773
ZCTA5 51034,50000
ZCTA5 51035,65744
ZCTA5 51036,94205
ZCTA5 51037,27022
ZCTA5 51038,70875
ZCTA5 51039,88164
ZCTA5 51040,49659
ZCTA5 51041,74847
ZCTA5 51044,71750
ZCTA5 51046,67340
ZCTA5 51047,72269
ZCTA5 51048,59280
ZCTA5 51049,47500
ZCTA5 51050,81912
ZCTA5 51051,40625
ZCTA5 51052,70625
ZCTA5 51053,61792
ZCTA5 51054,86563
ZCTA5 51055,69583
ZCTA5 51056,60495
ZCTA5 51058,61023
ZCTA5 51060,43333
ZCTA5 51061,61458
ZCTA5 51062,30833
ZCTA5 51063,59398
ZCTA5 51101,17394
ZCTA5 51103,47908
ZCTA5 51104,64539
ZCTA5 51105,46193
ZCTA5 51106,65703
ZCTA5 51108,60905
ZCTA5 51109,62059
ZCTA5 51111,39300
ZCTA5 51201,57643
ZCTA5 51230,39934
ZCTA5 51231,87694
ZCTA5 51232,55208
ZCTA5 51234,66607
ZCTA5 51235,62431
ZCTA5 51237,54750
ZCTA5 51238,60795
ZCTA5 51239,74313
ZCTA5 51240,71986
ZCTA5 51241,78250
ZCTA5 51242,70313
ZCTA5 51243,62604
ZCTA5 51244,69091
ZCTA5 51245,57000
ZCTA5 51246,64875
ZCTA5 51247,69090
ZCTA5 51248,55385
ZCTA5 51249,63090
ZCTA5 51250,79415
ZCTA5 51301,47989
ZCTA5 51331,64625
ZCTA5 51333,51944
ZCTA5 51334,59192
ZCTA5 51338,59609
ZCTA5 51341,46250
ZCTA5 51342,66429
ZCTA5 51343,117955
ZCTA5 51345,44899
ZCTA5 51346,44539
ZCTA5 51347,66938
ZCTA5 51350,55268
ZCTA5 51351,59970
ZCTA5 51354,60500
ZCTA5 51355,54073
ZCTA5 51357,54345
ZCTA5 51358,56823
ZCTA5 51360,61292
ZCTA5 51363,39444
ZCTA5 51364,54034
ZCTA5 51365,49250
ZCTA5 51366,61250
ZCTA5 51401,59082
ZCTA5 51430,63625
ZCTA5 51431,48194
ZCTA5 51433,46250
ZCTA5 51436,51429
ZCTA5 51439,50078
ZCTA5 51440,54583
ZCTA5 51441,38523
ZCTA5 51442,54169
ZCTA5 51443,68971
ZCTA5 51444,48750
ZCTA5 51445,59926
ZCTA5 51446,70313
ZCTA5 51447,96324
ZCTA5 51448,43958
ZCTA5 51449,59135
ZCTA5 51450,65500
ZCTA5 51451,47500
ZCTA5 51453,58750
ZCTA5 51454,70282
ZCTA5 51455,66296
ZCTA5 51458,51650
ZCTA5 51459,63750
ZCTA5 51461,61477
ZCTA5 51462,55625
ZCTA5 51463,57750
ZCTA5 51465,55833
ZCTA5 51466,58636
ZCTA5 51467,58750
ZCTA5 51501,50115
ZCTA5 51503,66528
ZCTA5 51510,52163
ZCTA5 51520,51705
ZCTA5 51521,53813
ZCTA5 51523,77396
ZCTA5 51525,65156
ZCTA5 51526,75757
ZCTA5 51527,57500
ZCTA5 51528,48438
ZCTA5 51529,49250
ZCTA5 51530,48553
ZCTA5 51531,57679
ZCTA5 51532,58929
ZCTA5 51533,64063
ZCTA5 51534,79112
ZCTA5 51535,66563
ZCTA5 51536,56250
ZCTA5 51537,60083
ZCTA5 51540,57500
ZCTA5 51541,55000
ZCTA5 51542,97115
ZCTA5 51543,45227
ZCTA5 51544,43750
ZCTA5 51545,32708
ZCTA5 51546,85444
ZCTA5 51548,85208
ZCTA5 51549,76458
ZCTA5 51550,41250
ZCTA5 51551,77216
ZCTA5 51552,51875
ZCTA5 51553,69219
ZCTA5 51554,66181
ZCTA5 51555,66186
ZCTA5 51556,76250
ZCTA5 51557,72292
ZCTA5 51558,53750
ZCTA5 51559,71313
ZCTA5 51560,61250
ZCTA5 51561,65938
ZCTA5 51562,52750
ZCTA5 51563,57107
ZCTA5 51564,49773
ZCTA5 51565,86181
ZCTA5 51566,54455
ZCTA5 51570,48333
ZCTA5 51571,79773
ZCTA5 51572,54688
ZCTA5 51573,79375
ZCTA5 51575,87880
ZCTA5 51576,94464
ZCTA5 51577,51250
ZCTA5 51578,91875
ZCTA5 51579,62500
ZCTA5 51601,46466
ZCTA5 51630,73750
ZCTA5 51631,43167
ZCTA5 51632,52512
ZCTA5 51636,59375
ZCTA5 51637,39167
ZCTA5 51638,51071
ZCTA5 51639,59688
ZCTA5 51640,46964
ZCTA5 51645,61131
ZCTA5 51646,63750
ZCTA5 51648,78224
ZCTA5 51649,76316
ZCTA5 51650,47500
ZCTA5 51652,56667
ZCTA5 51653,70375
ZCTA5 51654,72813
ZCTA5 51656,53750
ZCTA5 52001,51625
ZCTA5 52002,77120
ZCTA5 52003,81383
ZCTA5 52030,52902
ZCTA5 52031,68886
ZCTA5 52032,71121
ZCTA5 52033,68000
ZCTA5 52035,45250
ZCTA5 52037,65682
ZCTA5 52038,83077
ZCTA5 52039,99722
ZCTA5 52040,64632
ZCTA5 52041,73024
ZCTA5 52042,63164
ZCTA5 52043,59500
ZCTA5 52044,64708
ZCTA5 52045,60956
ZCTA5 52046,76719
ZCTA5 52047,56354
ZCTA5 52048,57188
ZCTA5 52049,69740
ZCTA5 52050,70625
ZCTA5 52052,49455
ZCTA5 52053,74773
ZCTA5 52054,89063
ZCTA5 52057,60836
ZCTA5 52060,51144
ZCTA5 52064,52422
ZCTA5 52065,60625
ZCTA5 52066,43750
ZCTA5 52068,102656
ZCTA5 52069,67264
ZCTA5 52070,51771
ZCTA5 52072,68382
ZCTA5 52073,77448
ZCTA5 52074,88313
ZCTA5 52076,54750
ZCTA5 52077,59375
ZCTA5 52078,67250
ZCTA5 52079,51406
ZCTA5 52101,61789
ZCTA5 52132,58598
ZCTA5 52133,56837
ZCTA5 52134,61875
ZCTA5 52135,60179
ZCTA5 52136,54229
ZCTA5 52140,46467
ZCTA5 52141,56121
ZCTA5 52142,39417
ZCTA5 52144,70398
ZCTA5 52146,60000
ZCTA5 52147,56750
ZCTA5 52151,49663
ZCTA5 52154,66111
ZCTA5 52155,61786
ZCTA5 52156,68750
ZCTA5 52157,41942
ZCTA5 52158,37917
ZCTA5 52159,61193
ZCTA5 52160,71011
ZCTA5 52161,70385
ZCTA5 52162,62426
ZCTA5 52163,48984
ZCTA5 52164,61250
ZCTA5 52165,77500
ZCTA5 52166,48125
ZCTA5 52169,63438
ZCTA5 52170,56550
ZCTA5 52171,66667
ZCTA5 52172,52597
ZCTA5 52175,52835
ZCTA5 52201,87679
ZCTA5 52202,81429
ZCTA5 52203,84942
ZCTA5 52205,53942
ZCTA5 52206,95750
ZCTA5 52207,39479
ZCTA5 52208,56705
ZCTA5 52209,64773
ZCTA5 52210,60714
ZCTA5 52211,56936
ZCTA5 52212,71094
ZCTA5 52213,75139
ZCTA5 52214,74250
ZCTA5 52215,83750
ZCTA5 52216,57500
ZCTA5 52217,52813
ZCTA5 52218,69464
ZCTA5 52219,55625
ZCTA5 52220,58438
ZCTA5 52221,68750
ZCTA5 52222,51518
ZCTA5 52223,65391
ZCTA5 52224,61250
ZCTA5 52225,56071
ZCTA5 52227,91389
ZCTA5 52228,107286
ZCTA5 52229,75700
ZCTA5 52231,63125
ZCTA5 52232,71618
ZCTA5 52233,48202
ZCTA5 52235,61167
ZCTA5 52236,58185
ZCTA5 52237,71316
ZCTA5 52240,45785
ZCTA5 52241,68038
ZCTA5 52245,62847
ZCTA5 52246,47888
ZCTA5 52247,60609
ZCTA5 52248,66188
ZCTA5 52249,63068
ZCTA5 52251,76089
ZCTA5 52253,77108
ZCTA5 52254,53594
ZCTA5 52255,61250
ZCTA5 52257,75208
ZCTA5 52301,59369
ZCTA5 52302,74630
ZCTA5 52305,76250
ZCTA5 52306,63889
ZCTA5 52308,80250
ZCTA5 52309,81979
ZCTA5 52310,56748
ZCTA5 52312,34375
ZCTA5 52313,75774
ZCTA5 52314,77778
ZCTA5 52315,61576
ZCTA5 52316,55500
ZCTA5 52317,89233
ZCTA5 52318,71528
ZCTA5 52320,55677
ZCTA5 52321,37109
ZCTA5 52322,69688
ZCTA5 52323,50278
ZCTA5 52324,105625
ZCTA5 52325,52197
ZCTA5 52326,67917
ZCTA5 52327,67917
ZCTA5 52328,129875
ZCTA5 52329,75243
ZCTA5 52330,82500
ZCTA5 52332,82333
ZCTA5 52333,98647
ZCTA5 52334,88750
ZCTA5 52335,37115
ZCTA5 52336,77569
ZCTA5 52337,62750
ZCTA5 52338,108008
ZCTA5 52339,46250
ZCTA5 52340,77969
ZCTA5 52341,91651
ZCTA5 52342,47262
ZCTA5 52345,91875
ZCTA5 52346,81250
ZCTA5 52347,66719
ZCTA5 52348,62500
ZCTA5 52349,51650
ZCTA5 52351,106250
ZCTA5 52352,71594
ZCTA5 52353,60466
ZCTA5 52354,60938
ZCTA5 52355,58056
ZCTA5 52356,51429
ZCTA5 52358,68194
ZCTA5 52359,58854
ZCTA5 52361,60200
ZCTA5 52362,59583
ZCTA5 52401,39361
ZCTA5 52402,63635
ZCTA5 52403,65759
ZCTA5 52404,56898
ZCTA5 52405,61198
ZCTA5 52411,149653
ZCTA5 52501,45113
ZCTA5 52530,52143
ZCTA5 52531,57206
ZCTA5 52533,51563
ZCTA5 52534,38214
ZCTA5 52535,52557
ZCTA5 52536,47545
ZCTA5 52537,69196
ZCTA5 52540,52500
ZCTA5 52542,42708
ZCTA5 52543,63438
ZCTA5 52544,35820
ZCTA5 52548,53125
ZCTA5 52549,44732
ZCTA5 52550,39444
ZCTA5 52551,68929
ZCTA5 52552,52083
ZCTA5 52553,53478
ZCTA5 52554,45472
ZCTA5 52555,36875
ZCTA5 52556,46209
ZCTA5 52561,47000
ZCTA5 52563,66333
ZCTA5 52565,48263
ZCTA5 52566,67750
ZCTA5 52567,60242
ZCTA5 52569,49583
ZCTA5 52570,61000
ZCTA5 52571,68375
ZCTA5 52572,51250
ZCTA5 52574,46625
ZCTA5 52576,64318
ZCTA5 52577,55173
ZCTA5 52580,43875
ZCTA5 52581,45250
ZCTA5 52583,56563
ZCTA5 52584,67273
ZCTA5 52585,63194
ZCTA5 52586,62813
ZCTA5 52590,41098
ZCTA5 52591,52969
ZCTA5 52593,76458
ZCTA5 52594,74063
ZCTA5 52595,47292
ZCTA5 52601,49098
ZCTA5 52619,65875
ZCTA5 52620,58929
ZCTA5 52621,85167
ZCTA5 52623,75598
ZCTA5 52624,127636
ZCTA5 52625,62009
ZCTA5 52626,42750
ZCTA5 52627,50286
ZCTA5 52630,43802
ZCTA5 52632,45108
ZCTA5 52635,55625
ZCTA5 52637,63224
ZCTA5 52638,68393
ZCTA5 52639,61676
ZCTA5 52640,77667
ZCTA5 52641,54489
ZCTA5 52644,62500
ZCTA5 52645,56875
ZCTA5 52646,63977
ZCTA5 52647,68438
ZCTA5 52649,55417
ZCTA5 52650,75625
ZCTA5 52651,34107
ZCTA5 52653,69410
ZCTA5 52654,70061
ZCTA5 52655,50938
ZCTA5 52656,67321
ZCTA5 52657,68125
ZCTA5 52658,61302
ZCTA5 52659,43098
ZCTA5 52660,32371
ZCTA5 52701,53125
ZCTA5 52720,73571
ZCTA5 52721,79500
ZCTA5 52722,86202
ZCTA5 52726,87267
ZCTA5 52727,50781
ZCTA5 52728,73004
ZCTA5 52729,66912
ZCTA5 52730,53160
ZCTA5 52731,63214
ZCTA5 52732,47314
ZCTA5 52737,65395
ZCTA5 52738,57545
ZCTA5 52739,49750
ZCTA5 52742,63938
ZCTA5 52745,66250
ZCTA5 52746,71875
ZCTA5 52747,68063
ZCTA5 52748,80200
ZCTA5 52749,89464
ZCTA5 52750,72321
ZCTA5 52751,63750
ZCTA5 52752,54453
ZCTA5 52753,86490
ZCTA5 52754,63150
ZCTA5 52755,79048
ZCTA5 52756,103239
ZCTA5 52757,56042
ZCTA5 52758,81875
ZCTA5 52760,54769
ZCTA5 52761,58280
ZCTA5 52765,95260
ZCTA5 52766,58333
ZCTA5 52768,76607
ZCTA5 52769,79554
ZCTA5 52772,70471
ZCTA5 52773,70518
ZCTA5 52774,56250
ZCTA5 52776,68022
ZCTA5 52777,42955
ZCTA5 52778,62388
ZCTA5 52801,24067
ZCTA5 52802,42250
ZCTA5 52803,55010
ZCTA5 52804,52395
ZCTA5 52806,55929
ZCTA5 52807,65984
ZCTA5 53001,75114
ZCTA5 53002,82531
ZCTA5 53004,81583
ZCTA5 53005,106484
ZCTA5 53006,74833
ZCTA5 53007,45250
ZCTA5 53010,92838
ZCTA5 53011,74375
ZCTA5 53012,90700
ZCTA5 53013,79219
ZCTA5 53014,63045
ZCTA5 53015,70125
ZCTA5 53016,65250
ZCTA5 53017,137930
ZCTA5 53018,103646
ZCTA5 53019,75000
ZCTA5 53020,73892
ZCTA5 53021,88042
ZCTA5 53022,88852
ZCTA5 53023,67708
ZCTA5 53024,79785
ZCTA5 53027,71949
ZCTA5 53029,100496
ZCTA5 53032,47325
ZCTA5 53033,95281
ZCTA5 53034,65292
ZCTA5 53035,70900
ZCTA5 53036,81053
ZCTA5 53037,85417
ZCTA5 53038,82750
ZCTA5 53039,69571
ZCTA5 53040,80083
ZCTA5 53042,64691
ZCTA5 53044,95250
ZCTA5 53045,104745
ZCTA5 53046,67332
ZCTA5 53047,150750
ZCTA5 53048,62679
ZCTA5 53049,76750
ZCTA5 53050,60773
ZCTA5 53051,86572
ZCTA5 53057,73750
ZCTA5 53058,89917
ZCTA5 53059,75149
ZCTA5 53061,66759
ZCTA5 53063,69750
ZCTA5 53065,88250
ZCTA5 53066,101446
ZCTA5 53069,109577
ZCTA5 53070,67319
ZCTA5 53072,88188
ZCTA5 53073,69741
ZCTA5 53074,69360
ZCTA5 53075,71494
ZCTA5 53076,101844
ZCTA5 53078,82829
ZCTA5 53079,78056
ZCTA5 53080,63426
ZCTA5 53081,51611
ZCTA5 53083,71242
ZCTA5 53085,59796
ZCTA5 53086,83262
ZCTA5 53088,68125
ZCTA5 53089,94383
ZCTA5 53090,76635
ZCTA5 53091,65685
ZCTA5 53092,108602
ZCTA5 53093,85556
ZCTA5 53094,57500
ZCTA5 53095,69604
ZCTA5 53097,150694
ZCTA5 53098,59571
ZCTA5 53103,92563
ZCTA5 53104,87617
ZCTA5 53105,74966
ZCTA5 53108,66902
ZCTA5 53110,63280
ZCTA5 53114,72083
ZCTA5 53115,61633
ZCTA5 53118,90481
ZCTA5 53119,89444
ZCTA5 53120,80506
ZCTA5 53121,74320
ZCTA5 53122,112500
ZCTA5 53125,84048
ZCTA5 53126,93043
ZCTA5 53128,66900
ZCTA5 53129,74731
ZCTA5 53130,72819
ZCTA5 53132,82125
ZCTA5 53137,89554
ZCTA5 53139,75769
ZCTA5 53140,48041
ZCTA5 53142,70634
ZCTA5 53143,50839
ZCTA5 53144,62048
ZCTA5 53146,86622
ZCTA5 53147,72352
ZCTA5 53149,101130
ZCTA5 53150,95365
ZCTA5 53151,85429
ZCTA5 53153,110417
ZCTA5 53154,75657
ZCTA5 53156,71771
ZCTA5 53158,103069
ZCTA5 53167,34052
ZCTA5 53168,81250
ZCTA5 53170,68796
ZCTA5 53172,57286
ZCTA5 53177,71389
ZCTA5 53178,72386
ZCTA5 53179,79960
ZCTA5 53181,71761
ZCTA5 53182,77500
ZCTA5 53183,103571
ZCTA5 53184,63306
ZCTA5 53185,89930
ZCTA5 53186,57949
ZCTA5 53188,73397
ZCTA5 53189,97867
ZCTA5 53190,48237
ZCTA5 53191,58125
ZCTA5 53195,64464
ZCTA5 53202,53812
ZCTA5 53203,73208
ZCTA5 53204,33625
ZCTA5 53205,20597
ZCTA5 53206,29260
ZCTA5 53207,66706
ZCTA5 53208,36436
ZCTA5 53209,37288
ZCTA5 53210,36378
ZCTA5 53211,64532
ZCTA5 53212,39152
ZCTA5 53213,83143
ZCTA5 53214,49994
ZCTA5 53215,41810
ZCTA5 53216,36171
ZCTA5 53217,106911
ZCTA5 53218,37737
ZCTA5 53219,60232
ZCTA5 53220,59499
ZCTA5 53221,52327
ZCTA5 53222,63004
ZCTA5 53223,51156
ZCTA5 53224,59198
ZCTA5 53225,45232
ZCTA5 53226,74851
ZCTA5 53227,53682
ZCTA5 53228,65887
ZCTA5 53233,16134
ZCTA5 53235,48879
ZCTA5 53402,60829
ZCTA5 53403,41157
ZCTA5 53404,36224
ZCTA5 53405,58244
ZCTA5 53406,66997
ZCTA5 53502,62813
ZCTA5 53503,59779
ZCTA5 53504,69875
ZCTA5 53505,73125
ZCTA5 53506,48920
ZCTA5 53507,92760
ZCTA5 53508,84628
ZCTA5 53510,72963
ZCTA5 53511,51597
ZCTA5 53515,78250
ZCTA5 53516,76518
ZCTA5 53517,76458
ZCTA5 53518,50905
ZCTA5 53520,63850
ZCTA5 53521,85882
ZCTA5 53522,62143
ZCTA5 53523,82083
ZCTA5 53525,70313
ZCTA5 53526,65000
ZCTA5 53527,95341
ZCTA5 53528,95457
ZCTA5 53529,94141
ZCTA5 53530,54810
ZCTA5 53531,84896
ZCTA5 53532,88662
ZCTA5 53533,72072
ZCTA5 53534,69478
ZCTA5 53536,72485
ZCTA5 53537,61838
ZCTA5 53538,66990
ZCTA5 53540,38438
ZCTA5 53541,57679
ZCTA5 53543,64605
ZCTA5 53544,78958
ZCTA5 53545,57440
ZCTA5 53546,58750
ZCTA5 53548,55677
ZCTA5 53549,62708
ZCTA5 53550,74722
ZCTA5 53551,75000
ZCTA5 53553,62431
ZCTA5 53554,56042
ZCTA5 53555,90338
ZCTA5 53556,53598
ZCTA5 53557,63125
ZCTA5 53558,92621
ZCTA5 53559,80273
ZCTA5 53560,76926
ZCTA5 53561,83583
ZCTA5 53562,83576
ZCTA5 53563,75959
ZCTA5 53565,60048
ZCTA5 53566,58148
ZCTA5 53569,57361
ZCTA5 53570,66755
ZCTA5 53572,60327
ZCTA5 53573,49089
ZCTA5 53574,81536
ZCTA5 53575,94381
ZCTA5 53576,71691
ZCTA5 53577,71833
ZCTA5 53578,65018
ZCTA5 53579,64375
ZCTA5 53580,57500
ZCTA5 53581,51519
ZCTA5 53582,67656
ZCTA5 53583,75846
ZCTA5 53585,61343
ZCTA5 53586,52000
ZCTA5 53587,65469
ZCTA5 53588,71179
ZCTA5 53589,72932
ZCTA5 53590,83936
ZCTA5 53593,104047
ZCTA5 53594,56800
ZCTA5 53597,101411
ZCTA5 53598,97697
ZCTA5 53599,30417
ZCTA5 53703,42153
ZCTA5 53704,63805
ZCTA5 53705,71818
ZCTA5 53706,11635
ZCTA5 53711,84683
ZCTA5 53713,50782
ZCTA5 53714,58247
ZCTA5 53715,35740
ZCTA5 53716,78532
ZCTA5 53717,85546
ZCTA5 53718,86263
ZCTA5 53719,79992
ZCTA5 53726,41883
ZCTA5 53801,54205
ZCTA5 53802,47708
ZCTA5 53803,57083
ZCTA5 53804,55170
ZCTA5 53805,44816
ZCTA5 53806,50000
ZCTA5 53807,68197
ZCTA5 53808,53125
ZCTA5 53809,55691
ZCTA5 53810,53800
ZCTA5 53811,68469
ZCTA5 53813,65595
ZCTA5 53816,62188
ZCTA5 53817,42955
ZCTA5 53818,49545
ZCTA5 53820,61857
ZCTA5 53821,50578
ZCTA5 53825,51354
ZCTA5 53826,50469
ZCTA5 53827,54375
ZCTA5 53901,59971
ZCTA5 53910,39813
ZCTA5 53911,86250
ZCTA5 53913,56809
ZCTA5 53916,61196
ZCTA5 53919,72095
ZCTA5 53920,49950
ZCTA5 53922,73594
ZCTA5 53923,69464
ZCTA5 53924,51250
ZCTA5 53925,72067
ZCTA5 53926,60156
ZCTA5 53928,68864
ZCTA5 53929,55943
ZCTA5 53930,67250
ZCTA5 53931,75625
ZCTA5 53932,76316
ZCTA5 53933,66685
ZCTA5 53934,44167
ZCTA5 53935,61458
ZCTA5 53936,42955
ZCTA5 53937,69167
ZCTA5 53939,64375
ZCTA5 53941,70241
ZCTA5 53943,58864
ZCTA5 53944,55750
ZCTA5 53946,61250
ZCTA5 53947,35556
ZCTA5 53948,52463
ZCTA5 53949,54194
ZCTA5 53950,53226
ZCTA5 53951,50900
ZCTA5 53952,51103
ZCTA5 53953,36563
ZCTA5 53954,70396
ZCTA5 53955,79263
ZCTA5 53956,56875
ZCTA5 53959,65981
ZCTA5 53960,69737
ZCTA5 53961,64878
ZCTA5 53963,58548
ZCTA5 53964,52850
ZCTA5 53965,57738
ZCTA5 53968,58942
ZCTA5 53969,56833
ZCTA5 54001,66379
ZCTA5 54002,75373
ZCTA5 54003,82292
ZCTA5 54004,57458
ZCTA5 54005,65795
ZCTA5 54006,51420
ZCTA5 54007,68681
ZCTA5 54009,74896
ZCTA5 54011,78700
ZCTA5 54013,72143
ZCTA5 54014,75658
ZCTA5 54015,88125
ZCTA5 54016,101117
ZCTA5 54017,80211
ZCTA5 54020,71087
ZCTA5 54021,85467
ZCTA5 54022,74938
ZCTA5 54023,88000
ZCTA5 54024,58179
ZCTA5 54025,75099
ZCTA5 54026,66100
ZCTA5 54027,75060
ZCTA5 54028,59286
ZCTA5 54082,110816
ZCTA5 54101,79730
ZCTA5 54102,43542
ZCTA5 54103,43125
ZCTA5 54104,50469
ZCTA5 54106,73781
ZCTA5 54107,62974
ZCTA5 54110,73250
ZCTA5 54111,61471
ZCTA5 54112,59929
ZCTA5 54113,72102
ZCTA5 54114,50529
ZCTA5 54115,82179
ZCTA5 54119,50625
ZCTA5 54120,42000
ZCTA5 54121,51864
ZCTA5 54123,69028
ZCTA5 54124,49470
ZCTA5 54125,42500
ZCTA5 54126,81786
ZCTA5 54128,57292
ZCTA5 54129,73971
ZCTA5 54130,72237
ZCTA5 54135,46473
ZCTA5 54136,60341
ZCTA5 54137,68523
ZCTA5 54138,43393
ZCTA5 54139,71875
ZCTA5 54140,61352
ZCTA5 54141,78333
ZCTA5 54143,52657
ZCTA5 54149,51607
ZCTA5 54150,50208
ZCTA5 54151,53567
ZCTA5 54153,57353
ZCTA5 54154,54107
ZCTA5 54155,81175
ZCTA5 54156,35625
ZCTA5 54157,58156
ZCTA5 54159,53993
ZCTA5 54160,61250
ZCTA5 54161,54643
ZCTA5 54162,71961
ZCTA5 54165,70112
ZCTA5 54166,53336
ZCTA5 54169,113125
ZCTA5 54170,70372
ZCTA5 54171,94668
ZCTA5 54173,81688
ZCTA5 54174,59960
ZCTA5 54175,59076
ZCTA5 54177,50133
ZCTA5 54180,73920
ZCTA5 54201,62381
ZCTA5 54202,64028
ZCTA5 54204,71944
ZCTA5 54205,76625
ZCTA5 54207,62969
ZCTA5 54208,77653
ZCTA5 54209,70000
ZCTA5 54210,70238
ZCTA5 54211,84000
ZCTA5 54212,72917
ZCTA5 54213,62917
ZCTA5 54214,62813
ZCTA5 54216,63125
ZCTA5 54217,73990
ZCTA5 54220,54732
ZCTA5 54227,71786
ZCTA5 54228,65122
ZCTA5 54229,74436
ZCTA5 54230,66549
ZCTA5 54232,48036
ZCTA5 54234,49688
ZCTA5 54235,61137
ZCTA5 54241,52758
ZCTA5 54245,75156
ZCTA5 54246,55500
ZCTA5 54247,69353
ZCTA5 54301,62648
ZCTA5 54302,46513
ZCTA5 54303,43177
ZCTA5 54304,51277
ZCTA5 54311,67507
ZCTA5 54313,93288
ZCTA5 54401,53378
ZCTA5 54403,55768
ZCTA5 54405,48816
ZCTA5 54406,71793
ZCTA5 54407,75298
ZCTA5 54408,61818
ZCTA5 54409,51370
ZCTA5 54410,66339
ZCTA5 54411,62560
ZCTA5 54412,66667
ZCTA5 54413,58750
ZCTA5 54414,62000
ZCTA5 54416,52344
ZCTA5 54418,68542
ZCTA5 54420,68375
ZCTA5 54421,57188
ZCTA5 54422,51016
